id:ID,name,排量(L),进气形式,气缸排列形式,气缸数(个),每缸气门数(个),压缩比,配气机构,缸径(mm),行程(mm),最大马力(Ps),最大功率(kW),最大功率转速(rpm),最大扭矩(N·m),最大扭矩转速(rpm),燃料形式,燃油标号,供油方式,缸盖材料,缸体材料,环保标准
2915,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
2916,发动机,,,,,,,,,,,150.0,,310,,,,,,,
2917,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
2918,发动机,2.0,双涡轮增压,L,4,4,-,DOHC,-,-,218.0,160.0,4000,480,1500-2400,柴油,0号,直喷,铝合金,铸铁,国VI
2919,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
2920,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
2921,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
2922,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
2923,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,铝合金,铝合金,国VI
2924,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
2925,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
2926,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
2927,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
2928,发动机,,,,,,,,,,,150.0,,310,,,,,,,
2929,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
2930,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
2931,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
2932,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
2933,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
2934,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
2935,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
2936,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
2937,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
2938,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
2939,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
2940,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
2941,发动机,2.4,自然吸气,L,4,4,-,未知,-,-,143.0,105.0,-,200,-,汽油,92号,多点电喷,铝合金,未知,国V
2942,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5500,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
2943,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
2944,发动机,,,,,,,,,,,,,,,,,,,,
2945,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
2946,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
2947,发动机,1.3,涡轮增压,L,3,4,-,-,-,-,163.0,120.0,-,230,-,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI
2948,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
2949,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
2950,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
2951,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
2952,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
2953,发动机,,,,,,,,,,,130.0,,310,,,,,,,
2954,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
2955,发动机,,,,,,,,,,,130.0,,310,,,,,,,
2956,发动机,,,,,,,,,,,,,,,,,,,,
2957,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
2958,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
2959,发动机,,,,,,,,,,,,,,,,,,,,
2960,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,未知,国V
2961,发动机,,,,,,,,,,,70.0,,220,,,,,,,
2962,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
2963,发动机,,,,,,,,,,,,,,,,,,,,
2964,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
2965,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,未知,国V
2966,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
2967,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
2968,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
2969,发动机,,,,,,,,,,,70.0,,220,,,,,,,
2970,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,4000,375,1500-2400,柴油,0号,直喷,铝合金,铸铁,国VI
2971,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
2972,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
2973,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,未知,国V
2974,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
2975,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
2976,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
2977,发动机,,,,,,,,,,,,,,,,,,,,
2978,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
2979,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
2980,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
2981,发动机,,,,,,,,,,,,,,,,,,,,
2982,发动机,,,,,,,,,,,,,,,,,,,,
2983,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
2984,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
2985,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
2986,发动机,1.3,涡轮增压,L,3,4,-,DOHC,-,-,163.0,120.0,5200,230,1800-4400,汽油,92号,多点电喷,铝合金,铝合金,国VI
2987,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
2988,发动机,,,,,,,,,,,130.0,,310,,,,,,,
2989,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
2990,发动机,,,,,,,,,,,,,,,,,,,,
2991,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
2992,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
2993,发动机,,,,,,,,,,,,,,,,,,,,
2994,发动机,,,,,,,,,,,,,,,,,,,,
2995,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
2996,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
2997,发动机,,,,,,,,,,,,,,,,,,,,
2998,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
2999,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3000,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3001,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3002,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3003,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3004,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3005,发动机,,,,,,,,,,,,,,,,,,,,
3006,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3007,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3008,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3009,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3010,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3011,发动机,,,,,,,,,,,70.0,,220,,,,,,,
3012,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3013,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3014,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3015,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3016,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3017,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,218.0,160.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3018,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3019,发动机,1.3,涡轮增压,L,3,4,-,DOHC,-,-,163.0,120.0,-,230,-,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI
3020,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3021,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,未知,国V
3022,发动机,,,,,,,,,,,70.0,,220,,,,,,,
3023,发动机,2.0,双涡轮增压,L,4,4,-,DOHC,-,-,218.0,160.0,4000,480,1500-2400,柴油,0号,直喷,铝合金,铸铁,国VI
3024,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3025,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3026,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3027,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3028,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,铝合金,铝合金,国VI
3029,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3030,发动机,,,,,,,,,,,,,,,,,,,,
3031,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3032,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3033,发动机,,,,,,,,,,,,,,,,,,,,
3034,发动机,1.3,涡轮增压,L,3,4,-,-,-,-,163.0,120.0,-,230,-,插电式混合动力,92号,多点电喷,铝合金,铝合金,国VI
3035,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3036,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3037,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,铝合金,铸铁,国VI
3038,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,铝合金,铸铁,国VI
3039,发动机,1.3,涡轮增压,L,3,4,-,DOHC,-,-,163.0,120.0,5200,230,1800-4400,汽油,92号,多点电喷,铝合金,铝合金,国VI
3040,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3041,发动机,,,,,,,,,,,,,,,,,,,,
3042,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3043,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3044,发动机,,,,,,,,,,,130.0,,310,,,,,,,
3045,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3046,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3047,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3048,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3049,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3050,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3051,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3052,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3053,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3054,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,未知,国V
3055,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5500,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3056,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3057,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3058,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3059,发动机,,,,,,,,,,,85.0,,250,,,,,,,
3060,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3061,发动机,,,,,,,,,,,75.0,,380,,,,,,,
3062,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3063,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3064,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,218.0,160.0,5300,350,2000-4000,汽油,92号,直喷,铝合金,铝合金,国VI
3065,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3066,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3067,发动机,,,,,,,,,,,,,,,,,,,,
3068,发动机,-,-,-,-,-,-,-,-,-,204.0,150.0,-,-,-,氢燃料,-,-,-,-,-
3069,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3070,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
