id:ID,name,排量(L),进气形式,气缸排列形式,气缸数(个),每缸气门数(个),压缩比,配气机构,缸径(mm),行程(mm),最大马力(Ps),最大功率(kW),最大功率转速(rpm),最大扭矩(N·m),最大扭矩转速(rpm),燃料形式,燃油标号,供油方式,缸盖材料,缸体材料,环保标准
3234,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3235,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3236,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3237,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3238,发动机,,,,,,,,,,,,,,,,,,,,
3239,发动机,,,,,,,,,,,,,,,,,,,,
3240,发动机,,,,,,,,,,,150.0,,310,,,,,,,
3241,发动机,,,,,,,,,,,100.0,,320,,,,,,,
3242,发动机,2.4,自然吸气,L,4,4,-,未知,-,-,143.0,105.0,-,200,-,汽油,92号,多点电喷,铝合金,未知,国V
3243,发动机,,,,,,,,,,,130.0,,310,,,,,,,
3244,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3245,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5500,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3246,发动机,,,,,,,,,,,75.0,,380,,,,,,,
3247,发动机,1.8,涡轮增压,L,4,未知,-,未知,-,-,155.0,114.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3248,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3249,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,铝合金,铝合金,国VI
3250,发动机,2.4,自然吸气,L,4,4,-,DOHC,-,-,156.0,115.0,-,225,-,汽油,92号,多点电喷,铝合金,未知,国VI
3251,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3252,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3253,发动机,,,,,,,,,,,,,,,,,,,,
3254,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3255,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,218.0,160.0,5300,350,2000-4000,汽油,92号,直喷,铝合金,铝合金,国VI
3256,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3257,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3258,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3259,发动机,1.8,涡轮增压,L,4,未知,-,未知,-,-,155.0,114.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3260,发动机,,,,,,,,,,,85.0,,250,,,,,,,
3261,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3262,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3263,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3264,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,218.0,160.0,-,350,-,汽油,92号,直喷,铝合金,未知,国VI
3265,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3266,发动机,-,-,-,-,-,-,-,-,-,41.0,30.0,-,-,-,氢燃料,-,-,-,-,-
3267,发动机,1.8,涡轮增压,L,4,未知,-,未知,-,-,155.0,114.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3268,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3269,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3270,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3271,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3272,发动机,1.3,涡轮增压,L,3,4,-,DOHC,-,-,163.0,120.0,5200,230,1800-4400,汽油,92号,多点电喷,铝合金,铝合金,国VI
3273,发动机,,,,,,,,,,,,,,,,,,,,
3274,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3275,发动机,,,,,,,,,,,130.0,,310,,,,,,,
3276,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3277,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3278,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3279,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3280,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3281,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3282,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,铝合金,铸铁,国VI
3283,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3284,发动机,2.4,自然吸气,L,4,4,-,DOHC,-,-,156.0,115.0,-,225,-,汽油,92号,多点电喷,铝合金,未知,国VI
3285,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3286,发动机,,,,,,,,,,,70.0,,220,,,,,,,
3287,发动机,,,,,,,,,,,,,,,,,,,,
3288,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3289,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3290,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3291,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3292,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3293,发动机,,,,,,,,,,,,,,,,,,,,
3294,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3295,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3296,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3297,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3298,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3299,发动机,,,,,,,,,,,,,,,,,,,,
3300,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3301,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3302,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3303,发动机,,,,,,,,,,,130.0,,310,,,,,,,
3304,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3305,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3306,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3307,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3308,发动机,,,,,,,,,,,130.0,,310,,,,,,,
3309,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3310,发动机,,,,,,,,,,,,,,,,,,,,
3311,发动机,,,,,,,,,,,,,,,,,,,,
3312,发动机,,,,,,,,,,,70.0,,220,,,,,,,
3313,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3314,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,未知,国V
3315,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,350,-,汽油,92号,直喷,铝合金,铝合金,国VI
3316,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3317,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3318,发动机,2.3,自然吸气,L,4,未知,-,未知,-,-,130.0,96.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3319,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3320,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3321,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3322,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3323,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3324,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3325,发动机,,,,,,,,,,,,,,,,,,,,
3326,发动机,2.4,自然吸气,L,4,4,-,DOHC,-,-,156.0,115.0,-,225,-,汽油,92号,多点电喷,铝合金,未知,国VI
3327,发动机,,,,,,,,,,,,,,,,,,,,
3328,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3329,发动机,,,,,,,,,,,,,,,,,,,,
3330,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3331,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3332,发动机,2.0,双涡轮增压,L,4,4,-,DOHC,-,-,218.0,160.0,4000,480,1500-2400,柴油,0号,直喷,铝合金,铸铁,国VI
3333,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3334,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,218.0,160.0,5300,350,2000-4000,汽油,92号,直喷,铝合金,铝合金,国VI
3335,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3336,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,铝合金,国V
3337,发动机,2.3,自然吸气,L,4,未知,-,未知,-,-,130.0,96.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3338,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3339,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3340,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3341,发动机,1.8,涡轮增压,L,4,未知,-,未知,-,-,155.0,114.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3342,发动机,2.4,自然吸气,L,4,4,-,未知,-,-,143.0,105.0,-,200,-,汽油,92号,多点电喷,铝合金,未知,国V
3343,发动机,2.4,自然吸气,L,4,4,-,DOHC,-,-,156.0,115.0,-,225,-,汽油,92号,多点电喷,铝合金,未知,国VI
3344,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3345,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3346,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3347,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3348,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3349,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3350,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3351,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3352,发动机,,,,,,,,,,,,,,,,,,,,
3353,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3354,发动机,,,,,,,,,,,,,,,,,,,,
3355,发动机,,,,,,,,,,,,,,,,,,,,
3356,发动机,,,,,,,,,,,,,,,,,,,,
3357,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3358,发动机,,,,,,,,,,,,,,,,,,,,
3359,发动机,,,,,,,,,,,75.0,,380,,,,,,,
3360,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3361,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,未知,国V
3362,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3363,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3364,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3365,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3366,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3367,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3368,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3369,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3370,发动机,2.0,涡轮增压,L,4,4,-,未知,-,-,224.0,165.0,-,360,-,汽油,92号,直喷,铝合金,未知,国V
3371,发动机,,,,,,,,,,,,,,,,,,,,
3372,发动机,2.3,自然吸气,L,4,未知,-,未知,-,-,130.0,96.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3373,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,214.0,157.0,-,350,-,汽油,92号,-,铝合金,未知,国VI
3374,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
3375,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3376,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3377,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3378,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3379,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3380,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3381,发动机,,,,,,,,,,,,,,,,,,,,
3382,发动机,2.4,自然吸气,L,4,4,-,未知,-,-,143.0,105.0,-,200,-,汽油,92号,多点电喷,铝合金,未知,国V
3383,发动机,,,,,,,,,,,,,,,,,,,,
3384,发动机,,,,,,,,,,,,,,,,,,,,
3385,发动机,,,,,,,,,,,,,,,,,,,,
3386,发动机,1.5,涡轮增压,L,4,4,-,DOHC,-,-,169.0,124.0,5600,250,1700-4400,汽油,92号,直喷,铝合金,铝合金,国VI
3387,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,139.0,102.0,3500,330,1400-2800,柴油,0号,直喷,铝合金,铸铁,国VI
3388,发动机,2.3,自然吸气,L,4,未知,-,未知,-,-,130.0,96.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3389,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,163.0,120.0,-,375,-,柴油,0号,直喷,未知,未知,国VI
3390,发动机,,,,,,,,,,,70.0,,220,,,,,,,
3391,发动机,2.4,自然吸气,L,4,4,-,DOHC,-,-,156.0,115.0,-,225,-,汽油,92号,多点电喷,铝合金,未知,国VI
3392,发动机,2.0,涡轮增压,L,4,4,-,DOHC,-,-,148.0,109.0,3500,375,1500-2400,柴油,0号,直喷,未知,未知,国VI
3393,发动机,1.8,涡轮增压,L,4,未知,-,未知,-,-,155.0,114.0,-,-,-,汽油,92号,多点电喷,未知,未知,国IV
3394,发动机,2.5,涡轮增压,L,4,4,-,DOHC,-,-,136.0,100.0,3800,330,1800-2800,柴油,0号,直喷,铝合金,铸铁,国V
3395,发动机,,,,,,,,,,,110.0,,350,,,,,,,
3396,发动机,2.8,涡轮增压,L,4,4,-,未知,-,-,150.0,110.0,3400,360,1600-2800,柴油,0号,直喷,未知,未知,国V
